	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d2_0	0	0.141682	0.0328153	0.0132619	0.0062826	0.00969334	0.0043307	0.00755831	0.0047752	0.00337509	0.000963866	0.00096853	0.00175876	0.00685857	0.0108321	0.000796384	0.000234592	0.00163032	0.00159192	0.000461816	0.00090226	0.00112974	0.00556667	0.000514807	0.00192906	4.70736e-05	0.000458562	9.75213e-05	5.20369e-05	0.000257622	0.00522612	0.000744506	7.92272e-06	5.14052e-05	3.44001e-05	2.01334e-05	0.000483765	0.00647456	8.63909e-06	2.16575e-05	0.00126135	1.60698e-05	4.11985e-06	1.0524e-05	0.00483043	1.59547e-05	0	0	0	0.000721467	0.000161536	0	3.838e-06	0	0	0	3.37156e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0531323	0.00419003	3.91878e-05	1.13902e-05	6.16267e-07	2.83118e-05	5.12601e-06	1.17439e-05	0.000425595	4.85376e-05	1.84486e-05	0	0	1.69071e-05	0.000714092	0	2.59998e-06	0	2.25157e-05	5.24238e-06	6.29751e-06	2.40325e-05	1.76004e-05	0	0.0051525	0	0	1.39261e-05	5.45092e-06	0	0	1.0886e-06	0	2.60224e-06	1.01841e-05	0	0	0	0	5.01883e-06	0	0	0	0	0	0	0	0	0	0	0.000205795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.52678e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0214541	2.70043e-05	1.09333e-05	7.2748e-05	7.18079e-06	3.27212e-05	0.000962813	3.8218e-05	0.00026377	2.60851e-06	0.00109014	2.91092e-06	1.19452e-06	8.16648e-06	2.11311e-05	5.64927e-09	0	0.000141764	0.00483781	4.99985e-06	5.70056e-07	0	0.00069031	5.85128e-06	6.09044e-06	0	0	3.34722e-05	1.11561e-06	9.57057e-07	0	1.71e-05	0	0	1.34837e-05	1.16615e-05	0.00515986	1.9899e-06	0	0	0	1.63332e-05	6.68724e-07	0	3.15408e-05	1.17586e-06	0	0	0	1.13523e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0115229	1.92591e-05	3.43927e-05	4.70217e-06	1.27199e-05	1.79305e-05	4.62812e-05	0.000628555	1.54011e-05	0.000618582	2.12255e-05	6.08089e-06	0.00107693	7.13477e-06	0.000247105	3.93239e-05	1.72536e-05	0	5.73405e-07	8.37525e-07	4.69871e-06	1.68457e-06	0.000588055	1.34425e-05	7.85988e-06	2.19006e-05	2.02972e-05	0	0.000565246	1.4777e-05	8.75222e-06	6.64552e-06	0.00068814	0	0	0.000712657	1.00953e-05	3.34955e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229848	0	0	0	0	0	8.5736e-07	0	0.000224929	0	1.01261e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00069977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_4	0.00635602	6.35148e-06	4.35637e-06	4.81371e-06	2.31534e-05	4.58481e-05	0.00104958	5.37072e-05	0	6.01505e-07	1.26803e-05	4.05141e-06	2.65943e-06	0.000593184	0.000697739	2.13631e-07	0	1.13539e-05	7.25853e-07	2.57859e-07	1.92124e-05	1.45793e-05	0	0.00518431	0	0	5.15699e-06	0	0.000686341	4.79935e-06	0	0	3.35567e-05	0.000368671	0	3.43123e-07	0	1.09773e-05	0	1.77933e-05	2.26196e-05	1.22743e-05	0	0	0.00538957	0	0	0	0	0	2.19373e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_5	0.00469365	2.75498e-05	1.83179e-05	0.000590117	3.59652e-05	2.1123e-05	3.74787e-05	4.62263e-05	2.67618e-05	1.92168e-05	1.16395e-06	1.1892e-05	1.58236e-05	8.93642e-06	0	2.09497e-05	2.27894e-05	1.84759e-06	0	1.15033e-06	0	5.44429e-06	5.16963e-06	0	0.00126702	0	1.78994e-05	0	7.52037e-06	0.000705882	0.00996849	4.70067e-06	0	0	3.32655e-06	0	0	4.35228e-06	0.000365916	0	0	0	0	0	0	0	0	0	0	0	1.36246e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_6	0.00807911	8.19904e-06	2.04282e-05	1.23297e-05	3.29347e-06	2.71248e-05	1.25044e-05	2.32911e-06	0	1.01022e-05	1.65548e-05	1.02369e-05	0	0	5.39476e-06	0	1.66339e-05	2.20864e-05	0	0	0	3.17068e-05	0	3.2866e-05	0	1.3443e-06	3.50471e-06	1.82768e-05	0	0.000345307	0	0	0	1.59476e-05	0.00105566	0	0	0	0	0.000162553	0	0	0.000124354	0	0.000685984	0.00104523	0	0.00514488	0	0.000367319	0	0	0	0.00480188	0	0	0.000702005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_7	0.00758827	3.30072e-06	8.89145e-08	6.66826e-06	5.21696e-07	2.57628e-05	4.57806e-05	2.39585e-05	0.000292013	1.15083e-05	0.000345693	0.000364766	2.08341e-05	9.05875e-06	3.32823e-05	2.62582e-05	0.000108339	1.59482e-05	0.000714403	0	8.91494e-06	9.12135e-06	3.14753e-05	1.05189e-05	0	0	0	0.000382762	0	0	0.000230541	0.00480188	0.000691287	0	0	0	0	0	0.00102898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_8	0.00868577	1.41411e-05	5.5393e-06	1.1849e-05	7.29761e-07	2.37712e-06	3.44444e-06	7.80957e-06	2.72191e-06	1.8417e-05	1.69144e-06	2.86329e-05	4.28384e-06	2.42915e-06	0	0	1.74701e-06	0	0	0	1.29941e-05	0.00515798	0	6.80521e-07	9.20563e-07	1.63434e-06	0	0	0	0	0	0	2.8663e-06	0	7.10907e-06	0	3.48519e-05	0	0	0	5.19362e-06	0	0	0	0	1.42486e-06	0	0	1.89449e-06	0	0	0	0	0	0	0	2.24549e-06	3.48158e-06	0	0.000342992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_9	0.00275916	0.00520188	0.00514981	7.28819e-06	3.23318e-06	2.21317e-05	0.00108358	1.40614e-05	0.00172404	0.00125674	0.000689579	0	0.000214897	0	9.45962e-06	0	1.13716e-05	0	0	0.000367685	0	1.06736e-05	1.60346e-05	1.13479e-05	0	1.7412e-05	0	0.000342992	0	0	3.32292e-06	0	0	0	0	0	0	2.512e-05	0	0	0	3.66374e-06	4.11202e-07	0	0	0	0	0.00536233	5.72986e-07	0	0	0	0	0	0	3.69383e-06	0	0.00412636	0	0	0	0	0	0	0	0	0	0	0	0	2.49247e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
