	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62
d2_13	0.000230609	2.30599e-05	0.000413929	4.46855e-05	3.77047e-05	5.9272e-05	3.63479e-05	0.000903619	3.76842e-05	1.04103e-05	5.47558e-06	2.0077e-05	3.75095e-05	8.77352e-06	4.48774e-06	4.12657e-05	0.000431554	6.97096e-06	2.18139e-05	1.56602e-05	5.15584e-06	0	0	4.01543e-06	0	0	0	6.33407e-06	0	0	2.27064e-05	0	0	0	0	0.000264134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_14	0.000136951	4.45323e-05	0.00505072	0.00107031	7.48721e-05	8.76093e-06	0.0107358	1.80365e-06	1.95733e-05	6.66597e-05	4.15578e-06	0.000285471	1.82519e-06	1.46016e-06	0	0.0012338	6.97422e-06	0	0	0	0	1.82519e-06	0	0	0.00666687	0	0	0	0	0	0	3.65039e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_15	6.91478e-05	6.1021e-05	5.84062e-06	3.64381e-05	2.19023e-05	4.7455e-06	0.00730829	0.00124735	1.05861e-05	1.78383e-05	5.30078e-05	2.21966e-05	9.71468e-06	2.66173e-05	4.28403e-05	0	6.3912e-06	0.0061779	2.69062e-05	0	0	0	0	0	0	0	0	0	0	0	0	5.97732e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_16	0.000114807	6.19223e-05	6.26308e-06	0.00010647	0.000483841	3.56541e-05	0.00613512	0.00303871	0.00578094	5.41126e-05	6.45831e-05	4.38291e-05	3.89105e-05	0.00131357	0	4.01146e-05	1.46016e-06	0.000459494	0	3.76833e-05	0	0	1.62942e-05	0	0	5.68483e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_17	1.25592e-05	4.92832e-05	1.46016e-05	1.83687e-05	1.31414e-05	0.00133658	0.000743555	0.00739191	3.79874e-05	1.40053e-05	0.000457841	0.00706672	1.31778e-05	0.00726608	0.00145175	0	0.000433063	4.41777e-05	0	0	0.00166678	2.84485e-05	0	0.000853851	0	7.63244e-06	0	0	0	0.00572043	5.83876e-06	1.11111e-06	1.8792e-06	0	0	4.47918e-06	1.53347e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_18	0.00128712	0	0.000418998	0	0.00034938	1.46016e-06	3.65039e-06	7.30078e-07	1.792e-05	3.31716e-05	0.000678594	0	1.70349e-05	0.000855647	0	6.66494e-06	0	5.84062e-06	0.000415796	0	0.00125666	0	0	0	0	1.17615e-05	5.5078e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000837666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_19	3.84688e-05	1.28644e-05	0.000508845	4.99992e-05	1.81971e-05	0.000867854	1.27764e-05	9.30401e-06	1.46016e-06	4.38047e-06	0.00645179	7.30078e-07	3.71294e-05	0.000282631	1.4028e-05	7.64731e-06	0.000436989	4.17796e-05	0	2.15932e-05	1.83881e-05	0	0	0	0	0	0.000832726	0	0	0	0.000816539	9.62139e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_20	2.58456e-05	1.74209e-05	8.42376e-06	1.05861e-05	7.63307e-05	0.000691682	1.22593e-05	0	0.00575705	0.000831178	5.3023e-06	0.00127581	0.000835466	4.38047e-06	2.41224e-05	2.50404e-05	0.00617799	4.51468e-05	2.44689e-06	5.47906e-05	2.19023e-06	8.92343e-06	5.84062e-06	0	3.32248e-07	0	0	1.15097e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_21	1.52798e-05	3.28535e-06	4.15956e-05	0	2.14031e-05	2.61202e-05	0.000853301	0.00196531	0.000816539	3.85743e-05	4.01543e-06	1.75521e-05	1.46016e-06	0.00122481	0	0.000299346	0.0057168	9.52352e-06	0.00574529	0.00163754	0	1.27445e-05	7.97968e-06	0	0	0	0	0	0.000280452	3.78085e-05	2.03467e-05	0	0	0	0	0	0	0.000816539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_22	6.5707e-06	4.38047e-06	6.20566e-06	0.00660521	2.72717e-05	0	0	3.72696e-05	1.6536e-05	0.0012715	2.55527e-06	7.48298e-06	2.46352e-05	1.13262e-05	0	0.00128261	0.00613447	0.000460298	1.46016e-06	0	0	0.00642961	0	0	0	0.000294087	0	0	0	0	0	0	0	0	0	0	0.00612404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_23	0.00577743	1.06846e-05	1.09512e-06	0	6.73253e-06	0	0.00148856	0	1.71407e-05	1.02211e-05	7.30078e-07	0.000449647	0	0	1.08041e-05	3.19062e-05	3.94464e-05	2.24088e-05	0.000697588	0.000420665	0.000290471	1.972e-05	0.00154989	1.71591e-05	0.000865271	0.00149797	0	0.00659513	0	0	0.000153819	2.72871e-06	0.000825123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_24	0	7.30078e-07	0	0.000466155	3.28535e-06	0	2.92031e-06	2.19023e-06	3.71021e-05	6.20566e-06	0.00150591	0.00993352	4.7455e-06	2.4869e-05	0.00738958	1.04892e-05	2.52847e-06	2.20033e-05	0	2.09949e-05	3.83108e-05	2.43371e-05	2.89377e-06	0	0	0.00123671	0	0	0	0	2.83657e-05	0.00655886	0	0	0	0.00865667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_25	0	0	0	0	0	1.92452e-05	1.39107e-05	0	4.14965e-05	0	1.89568e-05	0.00088081	1.09512e-06	1.23487e-05	2.19023e-06	0.00193631	0	0	3.65039e-06	0	0.000817269	0.00125018	0	0	0.000816539	0	8.17227e-07	0	0	0	2.717e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_26	2.19023e-06	0	0	0	3.28535e-06	2.62262e-05	0	0.00577037	0.000829367	8.39589e-06	7.81819e-06	1.51567e-05	2.74465e-05	4.36223e-05	5.11054e-06	0	1.09935e-05	1.38552e-05	6.48652e-06	1.7815e-05	0.00123596	0	0.00698721	0	0.000816539	1.80448e-05	0	0	0	0	0	0	0.00614881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_27	1.37315e-05	0	0	0	1.39123e-05	0	0	6.5707e-06	0	9.24086e-06	0	0	0.000432228	1.18972e-05	1.46016e-06	0.000816539	0	0	0	1.44757e-05	0.00615122	0	0	0	2.0625e-05	0.00083225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_28	0	0	0	0	0	0	0	0	3.79095e-05	4.64081e-06	7.30078e-07	0.000284716	8.92525e-06	1.61452e-06	0	1.09512e-06	5.37893e-06	0.00702338	0	4.08206e-05	4.01543e-06	1.29326e-05	2.19023e-06	0	0	8.2205e-06	0	0	0	2.89131e-06	0	0	0	0	0.00573213	3.1471e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_29	0	0	8.05416e-07	2.44765e-05	6.09085e-06	7.56828e-06	3.26971e-05	0	4.26979e-06	0	1.53276e-05	2.77704e-05	5.76356e-06	0	0	2.13805e-05	0.00085321	5.6566e-06	0	0	1.62986e-05	0	0.0014825	0.00572005	0	0	0	0	0	0	0	2.81812e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_30	4.01543e-06	0	2.19023e-06	1.82519e-06	0	0	0	4.7455e-06	0	0.00495086	0	0	7.62064e-06	0	4.01543e-06	0.000445294	0	2.92031e-06	0.00617426	1.09512e-06	0.000841392	0.00128377	3.02644e-06	0	0	2.90032e-06	0	0	0	0.0012531	0.00695881	0	1.45365e-05	0	0	0	0	0	0	0	0.00163308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_31	0	0	0	0	5.19007e-06	0	7.30078e-07	0	0	0	0	0.00494154	6.63156e-06	0	0	2.55527e-06	0.00573122	2.18149e-05	1.6468e-05	0	8.03908e-07	4.60581e-06	0.0012846	0	0	0	0	0	0.00122481	0	0.0012732	2.55197e-05	0	0	0	0	0	0	0	1.60659e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_32	0	0	0	0	0	0	0	0	4.07192e-05	0	2.97526e-06	0	0.00112635	8.73926e-06	0.000836844	0.00047275	0.000684922	0	0.00656172	1.07703e-06	4.45299e-05	0	0	0	0.00375845	9.07817e-06	0.000816539	0	0	0	0	1.41474e-06	0	0.000816539	0	0	0	0	0	0	0.00491808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_33	0	0	0	0	0	0	0	2.14846e-05	0	0	1.20226e-06	1.95865e-05	0	2.40217e-06	0.000197033	2.05354e-05	0.00146977	0	0	0	0.00490954	0	0	0	0	0.00130119	0	0	0	1.95326e-08	0.000816539	0.000435496	0	2.19023e-06	0.000455934	1.60475e-05	0	0	0	0	0	0	0	0	0	0.00085233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_34	0	0	0	0	0	0	0	3.71858e-05	0	0	0	0	0	0	1.51033e-05	0	1.13949e-05	4.17672e-06	0	4.81751e-06	2.79394e-06	0	1.72948e-05	0.000431369	0.00231285	0.00125318	0	0.000842604	0	6.95028e-06	0	0	0.000668566	0	0	2.77427e-05	7.8002e-06	5.74185e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_35	0	0	0	0	0	0	0	0	0.000557866	0	0	0	0	0	0	3.39001e-05	0.00164758	0	1.37368e-05	0	0	0	0	3.07054e-07	0	0	0.00572468	0	0	0	0	0	0	0	0	0	1.73667e-05	0.000845291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_36	0	0	0	0	0	0	0	0	0	0	0	0	1.33065e-05	0	0	1.8317e-05	0	0	2.94461e-05	0	0	9.77434e-06	0	1.83862e-05	0	0	0.00614205	2.24292e-05	0	0	0	0.00069541	0	0	0	0	0	0.000829861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_37	0	0	0	0	0	0	0	9.49101e-06	0	1.09512e-06	2.96259e-06	0.000816539	0	0	3.97318e-06	0	6.54243e-07	0.00572418	0.000262786	0	0	0	0.0012468	0	0	0.000819412	0	0	0	0	0.00573178	0	0	0	0	0	9.31619e-06	0	0	0	2.1334e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_38	0	0	0	0	0	0	2.23302e-05	0.00147968	1.46016e-06	0	0	0	0	0	0.000449086	2.49547e-05	0	1.50167e-05	0	0	0	2.23694e-05	0	0	1.75683e-08	0	3.57465e-05	0.000684127	0	0	0	0.000272638	0	0	0	0	0	0	0.00149481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_39	0	0	0	0	0	0	0	0	0	2.96617e-05	0	1.26536e-05	1.15694e-05	0	0	0	0.00127028	5.44653e-06	0	0	0	0	0	3.65592e-05	0.00576018	0.000454936	0	0.00494565	0	0.00695525	0	0.00028255	0	0	0.00653231	8.20012e-06	7.30078e-07	0	0	0	0	0	0	0	0	8.64578e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_40	0	0	0	0	0	0	0	0	0	1.56677e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.40306e-05	0	0.000686594	0	0	0	0	3.63514e-07	0	0	0	4.70795e-06	2.25426e-05	0	0	0.000437343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_41	0	0	0	0	0	0	0	0	7.30078e-07	0	0	0	2.05438e-05	0	0	0.00148285	0	0	0	0	0.000816539	0	0	0	0	2.12758e-05	0	2.25249e-06	0	0	0	0.00040827	0	0	0	0.000432022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_42	0	0	0	0	0	0	0	0	0	0	5.62893e-06	0	0.000849408	0.00696929	0	0	0	0	0	0.000816539	0	0	0	0	0	0	1.25402e-06	0.00616036	0	3.58623e-05	0	0	0	0	0	0	0	0	0	0	0.00612404	0	0	0.00655331	1.6708e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27639e-05	0	0	0	2.31881e-05	0	0	0	0	0	0	0	3.27487e-05	0.00573926	9.08845e-06	0	1.61595e-05	0	1.63002e-05	0	3.7726e-05	0	0	0	0	0.000409195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00574237	4.02074e-05	0	0	0	0	0	0	0	0	0	3.07363e-05	0.000850872	0	1.19452e-05	0	0	0.00612404	0	0	7.73701e-06	0	4.22746e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6352e-05	0	1.28874e-05	3.45162e-06	0	0	1.41155e-05	0	0.00126251	4.20734e-06	2.28019e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00614112	5.68337e-06	0	1.61784e-06	0	0	0	0	0	0	0	0	0	0	0	0	2.13704e-05	0	0	0	3.15957e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00615905	0	6.93205e-06	0	6.33632e-06	0	0	0	0	1.62367e-05	0	4.36418e-06	0	0	0	5.02373e-06	0	0	0	1.12277e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.201e-06	0	0	0	0	0	0	0.00124788	0	0	0	0	0	0.00612648	0	0	9.87668e-06	0	0	1.24796e-05	1.60769e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5589e-06	0	0	0	0	0.00575055	0	0	0	2.52989e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.13277e-06	0	2.43535e-05	0	0	0	0	0	0	0	0	0	0	0	1.5064e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.49555e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38477e-05	0	0	0	0	0.00125214	0	0	0	0	0	0	0	2.06333e-05	1.01656e-05	0	0	2.18145e-06	0	0	1.3589e-05	0	0	1.67896e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.69766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26617e-05	3.44571e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64964e-05	0	0	0	0	0	0.000816539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00571577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28349e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000822707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.35501e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45278e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.32708e-05	0	0	0	0.000418647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000836031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.32006e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98011e-05	0	0	0	0	0	0	0	0	0	0	0	0	6.49278e-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
