	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d2_0	0	0.139297	0.0334615	0.0170309	0.015581	0.00901326	0.00725096	0.00721265	0.0103099	0.00105103	0.00139195	0.00193413	0.00235443	0.00280796	0.00124648	0.00580756	0.00257817	0.00129912	0.000723226	0.000253451	0.002166	0.00064979	0.0113218	7.04142e-05	0.0005273	0.00144789	0.000299904	5.66445e-05	5.54809e-05	5.9232e-05	0.000575185	0.000241475	0.00118835	0.000247886	2.32616e-05	0.00233191	4.30116e-05	4.77293e-05	1.99186e-05	0.000214919	0	0.000154457	0.0012217	0.00103204	4.67635e-06	0.000984227	0.000663834	1.78648e-05	0.00540493	0	7.77601e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0540895	6.73472e-05	4.0082e-06	0.000361129	0.000562337	1.43955e-05	1.84162e-05	0.000237829	3.15826e-06	0.000652135	3.42652e-06	3.62486e-07	2.26026e-07	1.35929e-05	0	0.000565198	0	0	1.20609e-05	2.60922e-05	9.16014e-06	0	0	0	0	2.51177e-05	0	0	0	0	1.7692e-06	0	0	0	1.61769e-06	0	0	0	0	0	0	0	2.42119e-06	0	0	0	7.74821e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0222647	2.96793e-05	0.00454735	1.68098e-05	0.000553127	1.32015e-05	3.22607e-05	0	2.81329e-07	3.30143e-05	0.00137895	5.7413e-08	1.45603e-06	5.84986e-06	0	1.61062e-05	3.09102e-06	1.14746e-05	5.54133e-06	0	0	1.91286e-06	0	4.70995e-06	0.000148229	0.000678117	0	3.69944e-07	9.85591e-06	0	0	3.95506e-07	0	0	0	3.58538e-06	0	0	0	0	0	0	0	0	7.40662e-07	0	0	0	0	0	0.000536102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0160372	3.75735e-05	1.12559e-05	1.15499e-05	1.09452e-05	1.2028e-06	0.00100001	2.87664e-05	0	1.07419e-06	0.000173528	0	0.00607137	1.10652e-05	7.63753e-06	0.000695563	9.00362e-06	1.40963e-05	1.47402e-05	7.39066e-06	0	0	6.21761e-07	0.00130135	0	0	1.30906e-05	0.000219698	0.000197587	0	0	0.000338796	0	0.00486617	0.000204753	0	0	0	0	0	0	0	0	0	0	0	0	0.000989974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00452094	0	0	0	0	0	0	0	0	0
d2_4	0.00632956	1.46525e-05	6.59154e-05	0.00100084	1.07816e-05	9.84313e-06	0.000994554	0.00487205	1.48213e-05	0.00035035	0.00488293	0.000646066	5.35324e-06	9.55852e-06	0	0	9.92993e-06	5.45925e-07	2.58617e-07	3.48206e-06	0.000223955	0	1.16836e-05	5.60139e-06	2.38128e-05	8.9613e-06	3.76761e-06	1.46085e-05	1.10678e-05	0	0	0.00228982	0	0.000696821	6.78495e-06	1.42687e-05	2.43284e-05	0	0	0	0	0	7.73617e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.42747e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_5	0.00570562	8.42005e-05	0.000587905	1.0203e-05	4.04735e-06	1.86412e-07	3.62272e-06	2.70665e-06	1.74874e-05	1.42577e-05	7.85852e-07	1.7873e-06	0.000354578	1.88027e-05	0.000172503	0	2.5882e-05	1.04467e-05	0.00015634	3.9828e-06	8.60689e-07	0.000645848	2.05451e-05	0.00013579	2.44069e-05	1.38705e-05	0	0	1.35477e-05	5.07185e-06	3.48951e-06	0	0	0	0	1.23545e-05	0	0	0	0	0	0	0.000361676	0	2.37472e-05	0	0	0	0	0	0.000342131	0	0	0	0	0.000193754	0	0	0	9.68328e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000322924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_6	0.00885685	1.42238e-05	8.51322e-06	3.4684e-06	0.0011867	1.23092e-05	3.78843e-05	5.11223e-06	0	2.89977e-06	0	1.24646e-05	0.00388152	3.95042e-05	0.00505846	0.000683635	2.89971e-05	6.72576e-06	1.79722e-06	0	0.00454715	0	0	1.12981e-05	0	0	0	0	0.000645848	0	0	0	0	0	0	0	5.14695e-06	0	0	0	0	0	0	0	2.59949e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_7	0.00271051	0.00197484	1.16704e-05	3.5286e-05	2.0622e-05	0	2.62117e-05	0	1.91159e-05	1.10654e-05	0.000995051	4.15614e-05	1.29086e-05	5.56208e-06	6.73821e-06	1.52443e-05	4.12058e-06	0	0.000541591	0.0003491	2.08155e-05	2.84548e-05	3.42506e-05	9.08266e-06	0.00132342	0.000330153	3.16987e-05	0	0.00118603	0	3.8527e-06	1.18647e-05	0	0	0	1.39237e-05	0	1.6946e-06	0	0	2.73554e-06	6.25143e-06	0	0	1.77751e-06	0	0	0	0	0	0	0	0	0.0048533	0	0	0	0	0	0	0.000981827	0	0	0	0	0	0	0	6.3393e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_8	0.00708561	3.89394e-05	1.04826e-05	5.66479e-06	0	1.15113e-06	0.000695032	1.10455e-06	0	0.0011945	7.38497e-06	0.000677208	0	0	0.000654736	1.49046e-05	0.00452607	0.000229085	3.04857e-06	0	0	5.73486e-07	3.4433e-07	0.000686575	3.08315e-06	0	0	7.00992e-07	3.16954e-05	0	0	1.15406e-05	5.80362e-06	0.000999017	0	6.1509e-06	0	0	2.48877e-07	0.00453404	0	0.00456914	0	0	0	0	0	2.85635e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_9	0.00184834	0	6.12621e-06	3.35915e-05	1.44002e-05	0.00488921	0	0.00203687	1.57254e-05	8.92962e-06	9.37794e-06	5.4014e-06	1.59608e-06	1.56294e-05	0	1.41175e-06	0	1.16878e-05	2.64675e-05	0	3.58704e-06	4.44495e-06	1.0945e-06	0	0	0	0.000340011	0.000322924	3.85105e-05	0.000360059	1.61245e-06	0	1.36737e-06	0	0	0	0	0	0	1.46724e-05	0	0	0.000348255	0	0	0	0	0	0	0	0	0	0	0	0	0.000340638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
