	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d1_0	0	0.135941	0.0286394	0.0124676	0.00706337	0.010682	0.00777146	0.00214097	0.00903077	0.00713854	0.00202866	0.00794285	0.000971021	0.0108602	0.00141055	0.0160502	0.00653089	0.000191104	0.000425421	0.00642834	0.000174361	7.0656e-05	0.00512381	9.79744e-05	0.00106596	0.00505356	0.000504154	0.000164868	0.000110089	0.00102039	0.00601784	0.00128075	4.92456e-05	0.00351303	0.00460624	0.000353247	5.56783e-05	1.4399e-06	2.05894e-05	5.45153e-06	3.51833e-05	0.00514425	2.37412e-05	0	2.79143e-05	0.000688235	0.000990409	0	1.62911e-05	1.04736e-05	0.000359959	0	0	1.17014e-06	1.9462e-05	3.46302e-06	0	0	0	8.08567e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_1	0.0823578	5.03522e-05	0.000386226	3.41e-06	1.67014e-05	1.08509e-05	2.7838e-05	2.88469e-05	0	1.17729e-05	7.89549e-06	1.88172e-05	2.68012e-05	0.000223441	5.23406e-07	2.48324e-05	1.66401e-05	6.749e-06	1.17983e-05	3.22772e-06	0.000249351	1.7068e-06	4.75667e-06	1.46398e-05	1.46827e-06	6.57584e-06	0	1.29362e-05	0	8.15217e-06	7.21725e-06	7.9601e-06	9.37498e-06	0	0	0	0	0	0	0	0	0	0.000235644	0	0	6.40019e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_2	0.0284668	1.13318e-05	0.00500471	4.75241e-05	4.01182e-05	3.85567e-05	1.01197e-05	3.75439e-05	1.56739e-05	2.81593e-05	9.13175e-06	2.09612e-05	2.68193e-05	9.4365e-06	7.8512e-07	4.51205e-05	0.00120115	1.7269e-05	0	0	0	0	3.44437e-06	0	0.00154237	0	0.000726003	2.2263e-06	0	1.92118e-05	0	0.000337705	0	8.68284e-06	0	0	0	1.40944e-05	0.00459084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000687457	0	0	0	0	0.000340623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_3	0.00893376	1.0176e-05	2.95353e-05	0.000265058	5.73003e-06	4.54822e-05	0.00562943	5.34448e-05	0.00101494	2.71957e-05	1.64508e-05	0.00121471	1.9531e-06	2.43782e-05	2.26263e-05	3.57323e-05	8.79749e-06	5.45279e-06	1.91435e-05	2.21035e-05	3.19152e-06	1.02365e-05	0.000551547	1.8677e-05	7.50797e-06	2.88226e-06	0	0	2.11334e-05	0.000655834	7.65406e-06	7.00908e-06	0.00537299	0	0	1.6639e-05	9.76935e-06	0	0.000354249	0	0	0	4.18629e-06	0	0	0.00120439	0	0	0	0	0	0	0	0	0.00100668	0	0	0	1.84506e-05	0	0	0	0	0	0.00494062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_4	0.00781619	2.78703e-05	4.36856e-06	4.55706e-05	2.29384e-05	3.61771e-06	0.000171561	1.218e-05	0.000679786	0.000226425	3.45009e-06	2.18562e-05	0.000625882	0.000344499	0.0046276	0.00497368	0	1.93924e-05	0	8.0951e-06	7.22786e-06	0	6.09749e-06	8.70412e-06	0.00396804	0.0010524	1.59382e-05	0	0	0	1.70353e-05	1.39046e-05	0.00027325	5.93035e-06	0	0.00019675	7.50102e-07	0	0	0	0	0	0	0	5.60774e-07	0	0	0	0.000655834	0	0	0	0	0	0	0	0	0	0.00459084	0	0	0	0	0	0	0	0	0	0	0.000335504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_5	0.00285192	4.43471e-05	0.00242454	5.99222e-05	2.81882e-05	2.23998e-05	1.22531e-05	1.44286e-05	0.000531074	0.00133845	0.00099681	0.000669238	1.0212e-05	6.41583e-06	9.75538e-06	0.000659896	5.88989e-07	0.00102082	0	1.79502e-06	0	1.12043e-05	2.82684e-06	0.000352574	2.47898e-07	7.92788e-06	2.56568e-07	0	0.00066972	0	0	0	0	0	0	0	0	0	2.55141e-06	0	1.09634e-06	0	0	2.90784e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00460367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_6	0.00677519	0.000733931	8.07001e-06	1.03422e-05	0	0.00102969	1.68069e-05	7.14311e-06	1.5238e-05	6.27067e-06	0	3.88343e-05	0	0	2.90349e-05	4.10261e-06	1.39123e-05	1.79262e-05	8.21211e-07	0	0.000365281	0	0	7.96022e-07	0	0.00459084	0	0.00121224	0	0	1.16503e-05	0.000679285	3.56667e-07	0	0	0	0	0	2.29528e-06	0	8.99605e-06	0	0	0	2.27045e-05	2.39513e-05	0	1.68668e-05	0	0	0	8.69078e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_7	0.00697028	2.01028e-05	1.41368e-05	1.36712e-05	8.65344e-07	0.000386962	0.00103191	1.9868e-05	0	1.01344e-05	0.000150054	2.22774e-06	0	9.93996e-07	0	0	8.93967e-06	4.24708e-06	2.09556e-06	1.1782e-05	0.0001616	0	0	0.000204047	2.92716e-05	0	0	4.42756e-06	0	0	6.51643e-07	5.07121e-06	0	0.00493338	3.06355e-06	0	0	0.000710786	5.87099e-06	0	1.05157e-05	0	0	0	0	0.000347339	0	1.2545e-05	0	0	0	0	0	0	1.30048e-05	0	0	0	0	6.45006e-06	1.47906e-05	0	0.00526681	0	0	0	0	0	0	0	0	0	0	0	0.00119112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_8	0.00217582	7.20985e-06	0.00465641	3.08894e-08	0.000711238	0.00517325	0.00461904	0.000392716	9.44909e-06	6.02284e-05	0.00155144	0.00067202	8.81708e-06	5.03306e-05	6.93331e-06	0.000352348	2.46332e-05	0	3.3606e-06	0.000232005	7.10341e-06	0.000684661	0.000337126	2.20408e-05	1.42026e-05	0.000995919	0.000328154	0	0	0	1.4795e-05	0.00460802	0	0	0	2.11468e-06	0	0	3.01275e-06	0	0.000678291	0	3.31193e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000662531	0	0	5.80213e-06	0	0	0	0	0	0	0	0	0	0	0	0	4.25944e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_9	0.00110045	1.05086e-05	0	9.0223e-06	1.25594e-05	0.00476307	8.62e-06	7.42207e-06	4.61527e-06	2.2686e-05	0.000358484	5.98039e-06	3.28017e-05	1.24263e-05	1.01622e-05	4.7581e-06	6.36207e-06	6.96583e-06	8.76801e-06	2.45556e-05	1.89852e-06	0	0.00101378	0.00101083	3.40462e-05	0	0	0	2.82322e-05	0.000545586	0.000689037	0	0	0	0	0	1.70525e-05	1.78702e-06	0.000659694	0	6.0739e-06	0.000333298	6.13414e-06	0	0	0.00460705	4.77686e-06	0	0	0.00493204	0	0.000655834	0	0	0.000327917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
