	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d1_0	0	0.155061	0.0375408	0.0190982	0.0126734	0.00399681	0.00939384	0.0141311	0.00737702	0.0012476	0.0027862	0.00704056	0.000687901	0.00551377	0.00121114	0.00593572	0.0104184	0.000802144	0.00456933	0.000870439	0.00119805	0.00575748	0.000113477	0.00512165	1.21952e-05	8.9328e-05	0.00109158	0.00110384	4.15751e-05	4.21515e-05	0.00595609	0.00107996	0.0016339	5.47907e-06	2.47347e-05	0.000263245	0.00246341	5.07308e-05	1.35369e-05	2.08038e-05	1.33267e-05	2.36311e-05	0.00504598	0	1.30107e-05	2.31376e-06	0.00066874	1.7047e-05	0	0.000359277	0	0.00036951	0	1.12275e-05	0	0	0	0	0	8.63269e-06	4.52638e-06	0	0	0	0.00404867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_1	0.0808059	8.3923e-05	3.31423e-05	0.00477481	0.000688613	1.05807e-05	2.97872e-05	4.78579e-05	7.27251e-07	1.59031e-05	9.00081e-06	1.01047e-05	1.55466e-05	0.000387702	0.00504687	5.00853e-06	0.000236292	3.87491e-05	6.77167e-07	0	3.91492e-06	3.94386e-05	1.31849e-05	0	3.70333e-06	1.48984e-05	1.55034e-06	0	4.54709e-06	0	0	0	0	0	1.54003e-06	0	0	0	1.91767e-05	0.000693192	0	1.13638e-05	0	0	0	0	0	3.97834e-06	8.96985e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_2	0.0271335	4.59382e-05	0.00108447	0.000688755	6.0598e-05	1.15632e-05	5.45781e-05	4.23624e-05	8.89574e-06	0.00504688	3.6424e-05	0.00406548	0	0.00103959	1.17968e-05	1.80122e-05	3.67285e-06	0	2.00966e-05	1.67226e-05	0.00104726	0.000383228	0	0.00468741	0	1.74148e-06	6.02076e-06	1.45439e-05	9.97892e-06	0	1.28663e-05	0	0	3.88874e-06	0	0	0.00102943	0	0	0	1.06663e-05	0.00102133	0	0	0	0	0	1.44538e-05	0	0	0	0	0	3.1963e-06	0	0	0.00468118	0.000693408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_3	0.0103551	0.000728868	4.0265e-05	3.38903e-05	3.9409e-05	9.30127e-06	0.00662011	3.30597e-05	3.49136e-05	4.15326e-05	1.19664e-05	0.000239388	0	0.00443115	5.74862e-06	0.000710595	1.03936e-05	0.000363684	1.88306e-05	8.25482e-06	0.000200622	0.000705329	0	0	7.23788e-06	4.49127e-06	0.00524532	6.0312e-06	6.0868e-06	0	9.35654e-07	1.53626e-06	0.00066874	0	2.65206e-05	0	0.000350662	1.31271e-05	0	5.19822e-06	6.7012e-06	0	1.60301e-05	0.000702811	1.23281e-05	0	0.000353033	0	0	0	0.00470567	0	0	0	0	0	0.00100311	0	0	0	0	0	0	0	0	0	0	0	0.000221801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_4	0.00933249	1.55762e-05	6.32467e-05	3.99099e-05	1.24849e-05	0	3.03988e-05	9.29396e-05	0.000362939	3.09577e-05	1.96902e-05	3.1848e-05	1.39679e-05	3.15211e-05	0.000240277	2.32096e-05	6.17469e-08	1.98799e-05	0.000250088	3.99851e-06	0.000363382	0.00461111	0	2.11896e-06	0	0	0	1.27773e-05	0	2.27097e-07	1.67871e-06	0	0	0	0	0	1.80837e-05	0	0	1.29701e-05	0	1.4005e-06	0	6.23504e-06	0	0	8.44443e-06	0	0	0	0.00103194	0	0	0	0	0	0	0	0	0.00066874	0	0.00502452	0.00033437	0	0	0	0	0	0	0	0	0	0	0	5.31545e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_5	0.0034056	6.85401e-05	4.59906e-05	0.000410523	1.94615e-05	1.84994e-05	0.00109609	1.91978e-05	4.98088e-05	0.000394915	3.7351e-05	0	1.03405e-05	2.03706e-05	0	1.34445e-06	0	2.56472e-06	0.000672052	0.000348914	1.63705e-06	2.3571e-05	1.07326e-05	2.15444e-05	1.72117e-05	0.00505109	0	8.30118e-06	0	0	0.00103197	7.24125e-07	5.6216e-06	0.000579273	0	0	9.7846e-06	0	1.35995e-05	0	0	3.0415e-06	0.000226015	0	0	2.08e-05	0	0	0	5.9321e-06	0	0.00033437	0	0	0	0	0	1.01731e-05	0.00100311	0	0	0	0	0	0	0	0	0.00066874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_6	0.00162562	2.9141e-05	6.35421e-05	3.63333e-06	1.12481e-06	0.000285904	0.00525861	1.21712e-05	6.54372e-06	0.000672418	4.56509e-06	1.30372e-07	3.17379e-05	9.60639e-06	0.00504275	0.000672346	0	0.0015783	0.000704871	0	0	0	0	2.1325e-05	0	0.00501974	0	3.2648e-06	0	0	6.43238e-06	0	4.14198e-06	0	0	4.30257e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.0297e-06	0	0.00120607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_7	0.00241152	6.34942e-05	3.73187e-05	0.000371603	0	3.20374e-05	1.1483e-05	8.08322e-06	0.000568361	9.27651e-06	5.61034e-06	1.05982e-05	2.05578e-05	9.82433e-06	0	7.50831e-06	1.31988e-05	0	0	6.92861e-06	0	5.52923e-05	2.38919e-05	3.88438e-06	5.32543e-06	0.00066874	0	0.00523879	2.21986e-06	0.00101944	0	1.35427e-05	0	0	1.20551e-05	0	9.89565e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000351585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_8	0.0019704	4.18142e-06	2.59191e-05	1.30405e-05	3.59675e-06	0	1.31111e-06	1.15714e-05	6.82986e-06	3.87175e-06	3.48235e-07	4.86723e-06	0.000415065	1.02273e-05	0	0	1.23913e-05	0	2.93275e-05	0.000348223	2.83677e-06	0	2.56959e-05	0	0	0	2.27774e-05	0	3.2172e-07	0	0	3.05201e-06	0	0.000248892	0	0	0	3.27806e-06	0	0	0	8.02223e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d1_9	0.00576891	2.32683e-05	0.000731868	0.00104219	1.93706e-05	1.24181e-05	2.21643e-05	4.09944e-05	0.00537047	0.000676344	0.00473719	2.97774e-05	0.00103971	1.13345e-05	1.7753e-06	2.10814e-05	3.07617e-05	3.42205e-06	0	0	0.00504633	0.000380255	1.7389e-06	0	2.16263e-05	0	3.71053e-05	3.23538e-06	0	8.28989e-06	6.76875e-06	0	0.00121988	1.83765e-06	0	0	0	0	0	0	0	2.93365e-06	0	2.42522e-06	0.000691391	0	0	9.7392e-06	0.00067471	0.00033437	0	0	0	0	0.000225851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
