	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d2_0	0	0.138187	0.0393776	0.0116314	0.00554473	0.00485424	0.00445375	0.00963991	0.00183412	0.00204867	0.00789675	0.00105002	0.000955537	0.00050178	0.00128802	0.00130976	0.00736347	0.00573271	0.00605346	0.0010994	0.000124794	0.00986708	0.00555647	0.00657843	0.00530926	0.000449132	4.23714e-05	7.10969e-05	0.000972152	0.000107897	0.00494981	0.00528105	4.71311e-05	5.13535e-05	0.00460991	0.00563553	2.43205e-05	4.744e-05	1.20131e-05	6.53692e-06	3.15772e-05	1.71733e-05	0	1.19735e-06	0.00087876	0.000690498	0.000231999	0.000987142	0	0.000649315	1.5287e-05	0.000331536	0.000986932	2.59071e-06	7.94233e-06	0	0	0	0	0	0	0	0	0.00456911	0	0	0	0	0.00453573	0	0	0	0	0	0	0	0	0	0	1.12621e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.0694079	3.27783e-05	0.000581005	1.06232e-05	8.87869e-06	1.52637e-05	8.41173e-06	0.00560282	0.000625381	0.00543689	2.70931e-05	4.87571e-05	8.00301e-06	4.02094e-06	0.000189087	0	3.79272e-05	0.000550031	8.68172e-06	7.17113e-07	1.89191e-05	0.000674149	0	0.00053907	0	0.000132793	0	0.000232362	1.78079e-05	2.35973e-05	1.29813e-05	0	0.00390327	0	0	0	0	0	0	3.35458e-06	0	0	1.23453e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.39557e-06	0	0	0	0	0	0	0.000329962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.021512	3.22703e-05	2.51512e-05	0	3.57089e-07	0.000378777	0.00490508	4.6996e-05	0.000348148	1.85773e-06	0.000690871	0.00391691	1.42215e-05	0	6.65774e-06	3.60539e-06	4.74478e-06	1.61456e-05	3.63712e-05	0	3.22454e-05	0	6.17809e-06	0	0.0049148	0.00489226	0	0.000566225	0	0	0	0	0	0	0.000993326	0	4.73862e-06	0	0	0	1.39347e-06	0	0	3.24008e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0109762	1.61083e-05	1.55848e-05	3.6479e-06	4.19136e-06	3.76271e-05	7.32107e-05	6.41843e-05	1.48404e-07	2.01418e-06	6.86982e-06	1.95181e-06	0	3.09343e-05	2.63944e-07	0	3.55837e-06	7.18844e-06	0	1.19738e-06	4.41621e-06	0	0.00456368	1.23311e-06	0	0	0	0	0	3.50204e-05	2.2686e-06	0	0	0	2.55878e-05	0	0	0	3.82503e-06	1.62668e-07	0	0	0	0.000353937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_4	0.00786723	2.45577e-05	1.07743e-05	1.39484e-05	1.49302e-06	0.000240695	2.71192e-05	6.17811e-06	8.43324e-06	2.71508e-06	1.51693e-05	2.30722e-05	0	0	1.41712e-05	2.08161e-06	1.39469e-05	0	7.51337e-07	4.4678e-06	0.00101169	0	3.03735e-06	0	0.000651522	5.76136e-07	0	2.30202e-05	0	6.75232e-06	0	1.39264e-05	0	0.000323981	0	0	2.34779e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_5	0.0104276	5.08647e-05	8.73417e-05	2.19369e-05	1.18864e-05	0.000997603	0.00455668	1.75575e-05	2.80478e-05	1.78534e-05	3.58745e-05	0.000547268	0.00118143	0	2.69507e-05	0	0	1.09476e-05	3.93183e-06	1.18092e-05	0	9.38152e-07	0	0	8.43781e-06	0	0	0	0	0	0.000670498	9.38482e-06	5.70306e-06	0.000647961	0	0	0	0	0	0	0	0	0	0	0.000532381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.46371e-06	0	0	0	0	0	0	0	0.000990508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_6	0.00324191	3.58961e-05	7.66548e-05	3.55419e-06	1.7046e-05	0.000146091	2.84063e-05	0.000534906	7.95803e-06	0.000569096	4.81586e-07	0.000357311	2.01998e-06	0.00566755	5.08513e-06	0	9.42436e-06	6.72728e-06	2.41787e-06	0.00118301	0	0	0	2.29404e-05	0	0.000340204	0.00066005	0	0	0.000991431	2.5633e-05	0	0	0	1.5568e-06	1.94933e-06	0.00488377	0.000667212	0.000239421	0	0.000971942	0	0	0	0	0.000332276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000647961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00506279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_7	0.00174928	0.000694778	4.85042e-05	2.78853e-06	6.15208e-06	0	0	0.000220619	1.72464e-05	0	0	4.82072e-06	0.00199109	0	6.91327e-07	3.23275e-05	1.1434e-06	3.45189e-07	0	7.43402e-07	0.00034058	0	0	0	0.000553658	2.56055e-06	0	0	0	0	0.00118521	0.000218506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_8	0.00148078	0.000240643	0.0152482	0.000659934	3.29658e-05	0.000356003	0	0	4.90442e-06	0.00100734	0	9.79495e-07	7.26857e-06	5.38006e-06	0.000648876	2.59209e-06	0.0011954	0.000359709	0	0.00033959	0	0	0	1.53535e-05	0	0	3.06198e-06	0	3.58896e-06	0	0	0	0	0	4.43945e-06	0	1.56774e-06	0	5.43247e-07	0.000218366	0	0	0	0	4.75594e-06	0	0	0	7.52845e-06	0	0.00455977	0.000323981	0	0	0	0	0	0.000350316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_9	0.00267466	2.15799e-05	3.12069e-05	8.89708e-07	0.00102479	1.58494e-05	2.85723e-05	7.82468e-07	4.36531e-06	1.59446e-05	0	6.15981e-07	9.56059e-06	2.39386e-05	8.49203e-06	1.54198e-05	1.7033e-05	2.14427e-05	0	0	3.84533e-06	0	0	0	2.77512e-05	2.88267e-06	0	0	2.35868e-05	0	0	0.00118124	0	0	0	0	3.89421e-06	0	0	0	0	0	0	7.35597e-06	0.00453573	0	1.74066e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_10	0.000860699	1.32458e-05	0.000362865	1.36939e-06	4.54029e-06	4.46064e-06	2.04008e-05	0.00065249	0	0.000696852	2.87144e-06	0.000536623	7.73637e-06	0	0.000686461	0	0	5.18521e-06	3.93636e-06	0	0	8.23983e-07	5.99789e-07	5.56852e-06	0	0	0	0	2.30734e-05	0	1.32458e-05	0.000647961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000523138	0	0	5.92688e-08	0	0.000137567	0	0.000666851	0	0	0	0	0	0	0	0	0.00453573	0	0	0	0	0	0	0.00066456	0	0	0	0	0	0	0	0	0.000971942	0	0.000194388	0	0	0	0	0.00453573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_11	0.000958246	0	0.0010108	1.78256e-06	3.53976e-06	3.09302e-05	1.65855e-05	1.59242e-07	0	2.31099e-05	4.53752e-06	1.87046e-06	3.67791e-05	0	4.07928e-06	0	3.56583e-05	0.0003368	0.00118363	4.22131e-06	0	2.02972e-06	0	0	0	9.06706e-06	2.68586e-05	0	0	0	0	0	4.07196e-06	0.000197627	2.14165e-05	0	0	0	0	0	0	0	0	0.000223766	0	0	0	0	0	0.00522681	0	0	0	0	0	0.00454135	0	0	0	0	0	0	0	0	0	0	0.000194685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_12	0.000473073	4.29637e-06	7.85236e-06	1.86815e-05	3.10535e-05	3.3029e-05	0.00134754	6.82202e-05	8.0335e-07	1.25998e-05	0.000237207	1.34358e-05	3.00511e-05	0.000323981	0	2.26468e-06	0.000244035	0	0	0.000664735	1.59035e-05	0.00117261	0.00453573	0	0.0009998	0	1.25556e-05	0	3.54517e-07	4.99045e-06	0	0.00117321	0.000340732	5.33724e-07	1.2735e-06	5.57553e-06	0.000647961	0	0	0	3.86891e-07	0	0	0	0	0	0.000326909	0	1.52032e-05	0	0	0	1.88468e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_13	0.00111069	0.000714176	2.98711e-06	0.000971942	0.00101929	0	0	0.00067529	1.44935e-06	1.2512e-06	1.09572e-05	3.71248e-06	0.00032595	0	4.13186e-06	4.00045e-06	6.50329e-06	1.39536e-05	0	0	1.38562e-06	2.03928e-05	0	3.51154e-05	1.24457e-05	0	0	0	0	1.19682e-06	0	1.58582e-05	0.000668074	2.28548e-06	0	0	2.51957e-06	0	0	1.71514e-05	0.000647961	4.47478e-06	0	0	0	0.00117269	0.0045382	9.34663e-06	0	0	0	0	1.36995e-05	0	0	2.06048e-05	0	0	0	0	0	0	0	0	0	0	0	0	4.2533e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_14	0.00584624	9.04781e-06	3.60989e-06	0	7.45671e-06	0	0	6.63633e-08	8.37617e-06	3.10307e-05	0	2.03193e-05	3.49242e-06	0	1.24651e-05	0.000144532	0	2.41769e-05	0	0	0	0.00015728	0	0	0	0	0	0	0	0	0	0.00116633	0	0	1.03967e-05	0	0	0	0.00486614	0	0.00509036	0.00506728	0	0	0	3.4364e-08	0.000647961	0	0	0	2.0999e-06	0	0	0.000529524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.92949e-06	0	0	0.00453573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_15	0.00484958	3.01026e-06	5.70822e-06	5.18048e-06	0	0	0	0	2.47851e-07	0	2.19668e-05	3.13225e-06	3.28667e-05	6.82049e-06	0	3.21686e-05	7.5173e-07	2.05566e-05	0	8.23504e-07	0	1.19508e-05	2.4783e-05	0.000667965	0.0010115	0	0.00133828	0.00489729	4.17903e-06	0	6.46977e-06	1.5356e-06	0	0	0.000660594	0	0	0.000223748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_16	0.000368597	1.26596e-05	0	1.43255e-05	6.26808e-07	0	0	1.26224e-06	2.58023e-06	0	0.00488122	9.3869e-06	7.21089e-06	1.04091e-05	0.000680182	2.1877e-05	5.65669e-06	2.5105e-06	8.40847e-07	0.00100509	2.78686e-06	0	2.01461e-06	0	0.000227556	0	3.40069e-06	0	0	0	3.99133e-06	0	0	0	0.00117791	0	0	0.00454989	3.01093e-05	0	0	0	0.000659347	5.82718e-06	0	0	0	0	0	0	0	0	0	0	0	4.89317e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_17	0.00509362	1.2022e-05	0.00122665	0	3.71079e-05	3.67588e-06	0	0	2.19288e-05	0	6.44733e-06	0	0	1.91782e-05	0.000359677	0	0	0.00101527	0	7.93831e-06	0	0	0	0	0	0	0	0.000993111	0	0	0	0.00131971	0.000971942	0	0	0	5.6232e-06	0.000647961	0	0	0	0	0	0	0.000650355	0	0	0	0	0.000647961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_18	0.000223852	3.6586e-05	0	1.48805e-05	0.00101031	1.4166e-06	0.000976588	0	2.35863e-06	0	7.66969e-06	1.34078e-05	0.00102791	0.00488683	0	0.000355772	0	0	0	0.000653166	9.39353e-06	0	1.79368e-06	0.000541888	2.61111e-06	0.000647961	0	0	0	1.95772e-06	0	3.25234e-06	1.02729e-05	0.000532188	0.000647961	0.000685328	0	0	0	0	0.00118454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323981	0	0	0.000663784	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00100004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_19	0.00156138	3.44571e-06	0	0	0	0	0	0	2.46461e-07	0	4.07237e-06	0	4.81976e-06	0	0	0	0	0.000357703	3.79455e-06	0	0	0	0	0	8.59663e-06	0	2.66021e-05	2.06778e-07	0	0	1.4293e-07	0	0	0	1.64686e-05	1.47105e-05	0	0.000323981	0	1.07749e-06	0	0.000146283	0	0	0	0	0	0.000323981	0	0	0	0	1.49256e-05	0.00389928	0	0	0	0	0	0	0.000340411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.79012e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_20	0.00047288	0	0	6.64161e-06	0	1.53414e-06	3.32656e-07	0.000992011	2.0071e-05	0	0	0	1.51988e-05	0.000659957	0	0	0	0.000983195	0	1.22742e-05	7.63634e-07	1.74597e-06	0	8.57592e-07	0	8.60975e-06	0	0	0	0.000647961	0	0	0	1.08041e-05	0	0.000342745	0	0	0	0	0.000971942	0	3.21823e-06	0	7.69457e-06	0	3.97042e-06	0.00453573	0	0	0.0050541	0	0.000992658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00488835	0	0.000986681	0	0	3.7018e-06	0	0	0	0	0	0	0	1.21382e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_21	0.00508452	1.24463e-05	0.00116805	3.54435e-06	0.00032521	7.38555e-06	5.20046e-06	0	0	0	0	0	0.000647961	0	2.23219e-05	0.00100112	0	0	0	0	0.000533471	0	0.000664667	0	0	0	0	0.000140456	0	0	0	0	0	0	0	0	2.37705e-06	0.00454348	0	0	0	0	0	0	0	0	0	0	0.000653367	0	0	0	0.000647961	0.000647961	0	0	0	0.000979889	0	0.000333125	0	0	0	0	0	0	0	0	0	0	0	0.000336267	0	0	0	0.000655571	0	0	0	1.19786e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_22	0.000104001	0.000234473	0	0	1.36846e-06	7.53137e-06	0	1.3944e-05	3.86509e-06	0	8.89289e-06	0	0	0	0	0	0	0	0	6.63397e-06	0	0	7.80671e-06	0.000353411	0	0	0.000324732	0	1.44401e-06	2.35431e-05	0	0	0	0	2.64225e-05	0	0	0.000354381	0.000654544	0	0	0	0	0	0.000209891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.8033e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_23	8.49127e-05	7.04242e-06	0	0	1.73778e-06	0	1.91995e-05	6.7912e-07	0	6.71021e-07	1.86433e-05	0	0	0	0.00506503	0	0	0	6.62022e-06	0	1.40225e-05	4.23578e-06	0	7.81689e-06	0	0	1.34385e-05	0.00065072	0	0	0	0	0	8.54527e-06	0	0.000138466	0	0	7.34814e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00453638	0	0	0.000647961	0	0	0	0	0	0	0	0	0	0.000662733	0	0.000971942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_24	0.00038929	5.1352e-07	0	0.000523013	1.27897e-05	0	0	2.61339e-05	1.88555e-07	1.06227e-06	2.87771e-06	0.000231714	0	1.47523e-06	0	0	0	6.14401e-06	1.63136e-06	1.04541e-05	9.93025e-06	3.24175e-07	1.56897e-05	1.30416e-05	0	0	0	0.000194388	0	0	1.39028e-05	0.0050623	0	0	0	4.50561e-07	0	6.3687e-06	0	2.85809e-06	0	0	0	7.73669e-06	0.000665151	0	0	0	0	0	0	0	0	0	0	0.000992319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
