	d1_0	d1_1	d1_2	d1_3	d1_4	d1_5	d1_6	d1_7	d1_8	d1_9	d1_10	d1_11	d1_12	d1_13	d1_14	d1_15	d1_16	d1_17	d1_18	d1_19	d1_20	d1_21	d1_22	d1_23	d1_24	d1_25	d1_26	d1_27	d1_28	d1_29	d1_30	d1_31	d1_32	d1_33	d1_34	d1_35	d1_36	d1_37	d1_38	d1_39	d1_40	d1_41	d1_42	d1_43	d1_44	d1_45	d1_46	d1_47	d1_48	d1_49	d1_50	d1_51	d1_52	d1_53	d1_54	d1_55	d1_56	d1_57	d1_58	d1_59	d1_60	d1_61	d1_62
d2_10	0.00026032	4.97838e-05	0.000541144	0.000423084	4.29803e-05	8.68936e-05	0.00145768	0.000872384	1.25707e-05	2.05365e-05	0.000823941	2.80094e-06	3.50117e-06	1.21618e-05	0	0.000657203	0.00019539	3.04001e-05	1.32363e-06	0.000205979	0	0	0	1.75059e-06	1.1902e-05	0	0	0	0	0	0	0	0	0.00668224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_11	0.000269117	0.00032001	0.00150772	3.50463e-05	0.000921661	8.11148e-05	0.00168327	1.63789e-05	5.20346e-05	2.76405e-05	8.40281e-06	2.11539e-05	0.000803673	0.000105633	3.24246e-05	1.05035e-06	0	0	2.05803e-05	3.31342e-05	0.000413676	0	5.2879e-06	0	0	9.57967e-06	0.000269445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_12	0.000181218	4.55229e-05	7.36182e-05	8.96734e-05	0.000465519	0.000132783	7.21936e-05	4.28042e-05	6.81857e-05	2.71655e-05	1.66966e-05	3.14024e-05	0	5.46136e-05	8.75293e-06	0.0019983	0	1.75059e-06	1.27065e-05	0	0	0	0	2.60063e-06	0	1.14179e-05	0	0	7.80632e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_13	0.000107523	0.00559795	6.39123e-05	0.000463802	4.77448e-05	0.000501313	4.05685e-05	0.000702298	0.00718294	0.000452832	0.00320321	0.00119519	2.10442e-05	4.35705e-05	5.74065e-06	5.60188e-06	0.00145191	0.00597543	6.19251e-05	4.54741e-05	0	8.96468e-06	0	0	0	1.8886e-05	0	0	6.40769e-06	1.11574e-05	0	0	0.00142991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_14	8.89959e-05	0.00125902	6.6191e-05	0.00763924	0.00153162	0.00591172	2.80094e-05	0.000696706	7.00234e-07	2.45082e-06	0.00141324	5.60188e-06	0.000784893	1.40047e-06	1.58266e-05	4.20141e-06	2.82599e-05	2.45082e-06	0.00080434	0	2.01721e-05	0	0	0	7.59876e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_15	2.63272e-05	3.90928e-05	0.00593616	0.00632622	4.54899e-05	1.91415e-05	0.00043222	0.000261729	8.75794e-06	0.000831712	0.00552279	0.00167498	2.29875e-05	1.48453e-05	7.00234e-07	1.90586e-05	0.00125791	0.00122654	0	7.86087e-06	0	0	0	0	1.4947e-05	1.69224e-05	4.20141e-06	0	0	7.00234e-07	7.34032e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_16	4.16154e-05	1.07151e-05	2.89715e-05	8.99431e-05	1.85395e-05	2.68029e-05	0.000473051	6.00388e-05	3.15105e-06	4.15616e-05	5.01376e-05	2.75061e-05	0.00672208	0.00665937	0.00126479	1.34525e-05	0.000804518	1.5819e-05	0.000439728	7.55925e-06	1.19024e-05	6.02833e-07	0	0	1.87e-05	3.93691e-05	1.40034e-05	0	6.0212e-06	0	2.06716e-06	1.07392e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_17	1.72821e-05	0.00044793	4.29127e-06	4.55152e-06	3.87936e-05	3.84577e-05	4.31192e-05	3.27957e-05	0	0.000821613	4.09367e-05	2.30645e-05	0.00123842	3.58348e-05	0.00548213	0.00565878	2.45082e-06	0.000405338	1.04037e-05	0	0	6.70206e-06	0.00665761	0	0	0	0	0	5.23873e-07	0	0	0	0	0.00120086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_18	1.23555e-05	7.35246e-06	2.12021e-06	4.20141e-06	1.02255e-05	4.25026e-05	1.40047e-06	3.8988e-05	2.30488e-05	0.000448815	0	0.000856479	1.02758e-05	0	0.001466	6.49914e-05	6.01787e-06	1.5321e-05	2.36071e-05	0.000790714	0	9.65098e-06	0	1.79242e-06	0	3.21819e-05	0	2.32701e-05	0	0	0	0	0	0	0	4.56653e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_19	7.35246e-06	3.88407e-05	0.000416077	9.10305e-06	7.70258e-06	2.45082e-06	7.00234e-07	4.20141e-06	0.00677131	4.20141e-06	1.41511e-05	4.91803e-05	0	1.92614e-05	5.25176e-06	1.90901e-05	0	3.76168e-05	0	7.2869e-06	0	0	7.3564e-06	7.26693e-06	0.000248587	0	1.95904e-06	0	0	3.85105e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_20	3.16003e-05	3.15105e-06	1.46106e-05	3.15105e-06	0	0	0.00664496	0.00473743	0	7.00234e-07	0.000857105	7.00234e-07	3.35405e-05	0	2.33345e-05	0.00149127	2.21525e-06	1.95373e-05	0	0	2.40891e-05	3.47193e-05	0.00474709	0	0	0	0	1.33508e-06	0	2.78451e-06	0	2.89342e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_21	0	0	1.15539e-05	6.9437e-06	0.00631219	0.000459301	1.00149e-05	0	5.87987e-06	0.000810873	0.000563287	0.00475871	0	1.35197e-05	0.00864782	0.000818365	0	0.000391581	0.00239477	0	0	0	0	0.000418305	0.000266995	0.000832858	0	0	0	0	0	0	0	0	0	0	0	1.27301e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_22	0	3.50117e-06	4.90164e-06	0.000500264	0	6.42889e-06	4.55152e-06	0.0069539	0.000489555	2.1007e-06	0.000783161	4.70532e-05	7.35246e-06	0	0	0.000464635	0	0.000274412	0	4.55152e-06	8.3571e-06	0	0.00119026	0	0.00588754	0	0.000783161	0.00611392	0	0	3.80286e-06	0	1.95345e-05	4.76709e-06	0	0	0	0	0.00548213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_23	0	0	2.21929e-06	0.000291113	2.09679e-06	0	5.32003e-05	1.40047e-06	3.2286e-05	4.52801e-05	1.47353e-05	0.000834964	0	0	0	1.98371e-06	3.51472e-05	1.16295e-05	4.97657e-06	0	3.99968e-06	2.38267e-05	3.03892e-05	0.00119803	0	2.5111e-06	0	0.00143835	0	0	0	0	0.000391581	0	0	0	4.94977e-05	4.08136e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_24	0	0	7.00234e-07	1.40047e-06	0	0	1.56342e-05	1.68732e-05	2.80094e-06	3.2577e-05	0	0	9.61816e-05	3.81168e-05	4.90164e-06	7.00234e-07	0.00548512	0.0058813	4.94293e-06	2.48002e-05	4.07544e-05	0	5.79217e-06	0	6.49793e-06	0	0	0.000795034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_25	0	0	1.40923e-05	1.05196e-05	1.40047e-06	0	0	0	0.0014175	0	1.45119e-05	9.70512e-06	0.00082197	4.0677e-06	0	2.9867e-06	0	6.58695e-06	1.41636e-05	0	0.000794189	7.00234e-07	0	0	0	9.62687e-07	0.000626529	0.00157452	0	0	3.93686e-06	0	2.09197e-05	0	0	0	3.90537e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_26	0	0	0	4.55152e-06	0	5.49396e-05	7.00234e-07	0	8.4386e-06	2.85105e-05	2.58502e-06	4.90164e-06	0	0	5.97496e-06	1.50107e-05	9.69339e-06	8.61773e-06	0	3.15105e-06	0.000256521	6.85827e-06	0.00552833	8.48603e-05	1.3749e-05	0	0	6.40389e-06	8.52959e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_27	0	0	1.63444e-05	2.62692e-05	0.00121578	0	0.000234948	0	0	0	0.00219845	0	0	0.00148232	0	0.00550038	0	0	3.15467e-05	1.44519e-05	2.43026e-05	0	0.000455061	0	0.00119482	1.42245e-06	2.3929e-06	0	0	0	0.000271584	0	0	5.37361e-06	0	0	0	3.42893e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_28	0	0	0	0	0	6.66577e-06	0	0	5.36094e-05	0	2.83302e-05	3.62999e-06	5.49338e-06	8.63411e-06	0	1.63828e-05	0	0	7.44237e-05	0	0.00592513	0.000267924	0.00548733	3.89519e-05	2.90482e-05	0.000281482	0	0	8.89414e-06	0	0.00614035	0	0	0.00590498	0	0	0	3.81017e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_29	0	0	0	0	0	0	2.45082e-06	0	2.00837e-05	0	0	0.00587371	0	0.0007969	2.70588e-06	2.80094e-06	8.96708e-06	2.03124e-05	0	1.05035e-06	0.00755572	0.00549781	0	8.75016e-06	0	0.000655083	0	1.97596e-05	1.26191e-05	0	0	1.10371e-05	0	0	0	0	0	0	6.06561e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_30	0	0	0	0	0	0	0	0	0	0	1.87432e-05	0.00747018	0	0	0	1.14071e-05	3.46248e-05	4.21616e-05	0	4.78371e-06	0.00199949	0	0	1.75679e-05	0.00627633	0.00119967	3.2072e-06	0.00081646	4.24628e-06	0	0	0	4.60371e-06	0	0	0	0	0	0	8.45846e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_31	0	0	0	0	4.71123e-06	9.11732e-06	0	1.40047e-06	0	0	2.10511e-05	0	8.67092e-06	0	0	0	0.000433074	0	0	0	0.000392305	0	0	2.61191e-05	1.15945e-05	0	0.000785955	0	0.005903	0	1.35405e-06	0	0	0	0	0	0	0	2.61276e-05	0.00550775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_32	0	0	2.22846e-06	0	0	0	0	0	0	0	1.58973e-05	0	0	0	1.82324e-05	5.60935e-06	0	3.7015e-05	0	2.20147e-07	0	0	1.19957e-05	1.58822e-06	0	2.78114e-05	1.73221e-05	0	0.00162443	0	0	0	0	1.2903e-05	0	0	0	0	0	0	2.13382e-05	0	0	0.000945439	0	0	0	0	0.000408325	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_33	0	0	0	0	0	0	0.000395136	0	0.00119553	0	1.73036e-07	0	1.20544e-05	1.71857e-05	0	0	2.8142e-05	8.53829e-06	0	1.82195e-05	6.66999e-06	0	0	0	0	0.000418239	0	0.000658259	0	0	0.00067041	0	0	0	2.04793e-06	0	0	0	0	0.00632199	0	0	0	0	0	0.000783161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_34	0	0	0	0	0	0	2.55222e-05	0	0	0	0	0.000239529	0	0	0	0	9.97692e-06	5.48613e-06	0	0	0	0.000528366	1.59874e-06	0	2.86622e-06	1.02746e-05	0.000783161	1.04239e-06	0	0	0.00587907	0	0.000805176	0	0	0	0	6.586e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_35	0	0	0	0	0	0	0	0	6.06222e-06	0	0	0	0	0	0	0	6.23855e-05	0	7.4791e-06	0.00590369	0	0	0.000391581	0	5.16363e-06	0.000809021	0	0	0	0	0	1.06833e-05	0	0	0	0	0	0	0	0	0.000433343	0	1.13968e-05	0.000783161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_36	0	0	1.88766e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00590714	0.0055062	1.79838e-05	0	0	0	0	0.0019973	1.09566e-05	0	0.00260056	0	6.95768e-07	0	0	0	0	0.00590192	0	0.000783161	0	0	3.10685e-05	0	0	0	8.72862e-07	0	0	0.000783161	0	0.00117474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_37	0	0	0	0	0	0	0	6.01422e-06	0	0	0.00632138	0.00119602	0	0	3.70529e-06	0.000261908	0	0.00611644	0	0.00117474	4.56062e-06	0	1.25004e-05	0	0.000783161	0	0	0	0.00548213	0.000791717	0	0	0	0	5.25176e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_38	0	0	0	2.1007e-06	0	0	0	0	2.90332e-06	0	0	0	0	9.70225e-06	1.09453e-05	0	8.78241e-06	0	0	0.000419984	0	0	1.85255e-05	0	0	1.73145e-05	0	1.93808e-06	0	3.73169e-06	9.98341e-06	0	0	0	6.0335e-06	0	0.000783161	0	0	0	1.81236e-07	0	0	0	0	3.57711e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_39	0	0	0	0	0	0	0	0	0	0	0	0	1.1275e-05	0	0.000278434	0	0	0.00119614	0	0.00117721	0	0	1.52667e-05	0	0.00641262	0.00587522	0	0.00119463	0	0	0	0	0	0	0	1.74768e-05	0	0	0	0	0	0	0	0	0	0	0	0.00259786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69261e-05	0	0	0	0	0	1.64952e-05	0.0016459	0.00550152	0	0.000783161	2.64853e-05	1.06552e-05	4.32409e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_41	0	0	0	0	0	0	0	0	0	1.54323e-05	0	0	0	0.00591007	0.00117687	0	0	0	0.000804487	0	0	2.14923e-05	0	1.642e-05	0	0	0	0	0	0	0	0.000656807	0	0	1.14972e-05	0.00119527	0	0	0	0	0	0	0	0	0.000391581	6.78513e-06	2.75492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_42	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00471163	0	0.00119808	0	0	0.000630885	7.14877e-06	0	0	0	1.93902e-06	0	0	0	1.60963e-05	0	0	0.00104144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_43	0	0	0	0	0	0	0	0	0	0	0	0	2.53842e-05	0	0	0	0.000806774	0	0	0	0	0.000954905	0	1.58369e-05	0.000646668	0	0.00121665	0	0	0	0	0.0102256	0	0	0	0	0	0	0	0	0	0.000820062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_44	0	0	0	0	0	0	0	0	0	0	0.000664398	0	0	0	0	0	0	0	0	0	0	0	0	1.7242e-06	9.15515e-06	0	0	0	0.000640768	0	0	1.16522e-05	0	0	0	0	1.12179e-05	0	0.00550482	0.00613941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.65957e-06	0	0	0.00588537	0	0	0.00064991	0	0	0	3.96013e-06	0	0	0.000235023	0	0	0	0	0	0	0	0	2.24492e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.74629e-06	0	0	0	0	0	0.00550447	0	0	0	0	0.00550308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7666e-06	0	9.30122e-06	0	0	0	0	0	0	0.000783161	0	0	0	0	0	0.000177336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_48	0	0	0	0	0	0	0	0	0	0	0	0.00027343	0	0	0	0	0	0.000391581	0	0	0	0	0	0	0.00613667	0	0	0.000791357	0	0	4.75414e-06	0	0.000264073	1.57017e-05	0	1.21228e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77267e-05	0	0	0.000416512	0	0	0	0	0	0	0	0	0	0	0	0	9.13322e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000800027	0	0.00590609	0	0	0	0	0	0	0	0	0	0	0.000413063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_51	0	0	0	0	0	0	0	0	0	0	0.00145554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000252931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00548213	2.49926e-06	3.17787e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8046e-07	0	0	2.5201e-05	0	0.000424962	0	0	0	0	0	0	0	0	0	2.86824e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.53797e-07	0	0	0	0	0	0	0	0	0	0	6.09829e-06	0	0	0	0	0	0	1.28037e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76925e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77035e-06	0	0	0	0	0	0	0	0	0	0	0	0	4.89175e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000652949	0	0	0	0	0	0	0	0.000391581	0.000153472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00142463	0	0	7.7658e-06	0	0	0	0	0	0.000266228	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000255099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00589623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.10886e-06	0	0	0	0	0	0	1.33057e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00610975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
