	d0_0	d0_1	d0_2	d0_3	d0_4	d0_5	d0_6	d0_7	d0_8	d0_9	d0_10	d0_11	d0_12	d0_13	d0_14	d0_15	d0_16	d0_17	d0_18	d0_19	d0_20	d0_21	d0_22	d0_23	d0_24	d0_25	d0_26	d0_27	d0_28	d0_29	d0_30	d0_31	d0_32	d0_33	d0_34	d0_35	d0_36	d0_37	d0_38	d0_39	d0_40	d0_41	d0_42	d0_43	d0_44	d0_45	d0_46	d0_47	d0_48	d0_49	d0_50	d0_51	d0_52	d0_53	d0_54	d0_55	d0_56	d0_57	d0_58	d0_59	d0_60	d0_61	d0_62	d0_63	d0_64	d0_65	d0_66	d0_67	d0_68	d0_69	d0_70	d0_71	d0_72	d0_73	d0_74	d0_75	d0_76	d0_77	d0_78	d0_79	d0_80	d0_81	d0_82	d0_83	d0_84	d0_85	d0_86	d0_87	d0_88	d0_89	d0_90	d0_91	d0_92	d0_93	d0_94	d0_95	d0_96	d0_97	d0_98	d0_99	d0_100	d0_101
d2_0	0	0.134264	0.0292183	0.0127683	0.00650596	0.00637547	0.00835074	0.00871459	0.0122829	0.00266036	0.00119292	0.00127853	0.00320439	0.0126713	0.000744403	0.000512108	0.00647047	0.00255196	0.000259905	0.00734767	0.0042104	0.0010302	0.000765888	0.000333856	9.00289e-05	9.5874e-05	0.00636318	0.000652453	5.01946e-05	0.00536424	2.63234e-05	0.00175131	0.000656313	1.13163e-05	0.000383793	4.54717e-06	0.000753585	0.000607061	0.000356135	0	0.000668292	0.00486415	0	5.61758e-06	3.15482e-05	0.0047339	0	0.00117335	0	0.00535988	0	1.95329e-05	0	4.3918e-06	0	0	0	2.63232e-06	0	0	0	0	0	0	0	0	0.00022732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_1	0.06015	3.56651e-06	3.13899e-05	1.17466e-05	1.28822e-05	0.00133771	3.22164e-05	0.0045246	0.000533293	0.000241299	2.02102e-05	4.34366e-05	0.000560662	6.74223e-06	3.28259e-06	2.5845e-05	2.65316e-05	0.00098657	0.000644284	0	1.05342e-05	0	1.32678e-05	1.00302e-05	3.02484e-06	0	0	9.12558e-06	0	3.22724e-06	0	0	1.36629e-05	0	0	0	5.06665e-06	0	3.5313e-05	0	6.64511e-06	8.46739e-06	0	6.74606e-06	8.89292e-06	0	0	0	0	0	0	9.75283e-06	0	0	0	0	0	1.16961e-05	0	0	0	0	0	0	0.000529724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_2	0.0224714	0.000309146	6.25228e-06	0.00486214	1.24401e-05	8.66741e-06	2.84541e-05	1.81246e-05	0.000710495	5.55297e-07	2.19961e-05	0.000681846	0	1.58085e-05	4.06741e-05	0	1.45882e-05	0	2.83602e-06	3.56958e-06	0	9.64016e-06	0.0041229	0	1.2151e-06	1.65182e-05	2.41695e-06	0	0	2.29032e-05	0	0	0	0	1.72921e-05	9.14866e-07	1.27849e-05	0.000661107	0	0.000349008	0.00450999	0.00035337	0	0	0	0	0	0	0	0	0	0	0.00453431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00116373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_3	0.0150858	3.01663e-05	3.82608e-05	1.18821e-05	1.64099e-05	9.94424e-06	1.66316e-05	3.58974e-05	1.39749e-05	8.07557e-06	2.83437e-05	7.47732e-06	9.11113e-06	0	4.16233e-05	0	0	0	3.36573e-06	3.63049e-06	1.01675e-06	1.03137e-05	0.000255852	5.37277e-07	5.15037e-06	5.57473e-06	0.000228054	0	0	0	8.50854e-07	0	0	0	0	0.00505246	0	0	1.14995e-05	0	0.000340361	0	0	0	0	0	0.000990314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.42487e-06	0	0	0	0	0	0	0	0	6.49459e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_4	0.00869325	1.49103e-05	2.66065e-05	2.39672e-05	2.15097e-05	4.60228e-06	5.57139e-06	0.00024267	1.8376e-05	4.98125e-06	1.35241e-05	0.00118503	0	0.000680132	1.57789e-05	1.37247e-05	5.98088e-06	2.78287e-05	1.7755e-05	0	1.70258e-05	9.98444e-07	0	1.79781e-06	0.00101794	3.69536e-06	1.38254e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00389587	0	9.10021e-06	0	0	0	0	0	0.000535921	3.75724e-06	0	0	0	0	0	0	0	0	0	0.0003306	0	0	4.69515e-06	0	0	0	7.60871e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.00450999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_5	0.00358987	3.41261e-05	8.71646e-06	0.00509287	2.58534e-05	0.000231505	6.79037e-06	3.11178e-05	1.27364e-05	3.48828e-05	1.39557e-05	1.62677e-06	0.000163773	1.23795e-05	2.54978e-05	0.000349135	4.15737e-06	0.000322142	0	0	0.000644956	0	1.74837e-06	0	1.87164e-06	5.69192e-07	9.54931e-06	0	0	1.29446e-05	1.34384e-05	0	0	1.24794e-06	0	8.91e-06	0	0	0	0	0	0	0	0	3.40495e-06	0	0	8.83058e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_6	0.00365175	2.45035e-06	2.62169e-05	2.37498e-05	1.64943e-06	1.41179e-05	0	0	1.3034e-05	0	0	0	2.46049e-05	0	0	0	0	0	1.56458e-05	0	0	1.57988e-07	0.00484652	0	5.84848e-06	0	0	9.64798e-06	0.000667149	0	0	0	0	0	0	0	0	0.000992255	0	0	0	0	0	9.39485e-06	0	0	0	2.6998e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.9596e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_7	0.00761247	2.11095e-05	1.05623e-05	3.20036e-05	0.00121026	9.28706e-06	1.48721e-06	2.64289e-06	5.67932e-06	0.000345913	1.21819e-06	0	0	0	0.0010016	2.8189e-06	9.3515e-06	2.42716e-05	1.61474e-07	0	0.00619467	1.9168e-05	0.00119832	4.86768e-08	0	0	0	0	0	1.4663e-05	0	0.000548837	0	0	0	0	5.47282e-06	0.000666497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5414e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_8	0.00136218	1.17336e-05	7.74208e-06	8.22575e-06	6.15642e-06	0	0.00273371	1.04115e-05	2.96691e-06	0.000979795	3.43357e-05	2.09756e-05	0.000678505	1.26418e-07	2.09988e-05	1.58183e-05	6.55822e-06	2.45486e-05	7.1614e-06	0	2.0282e-05	5.17353e-05	0	0	0	0	0	2.97942e-06	1.34175e-06	0	0.00453428	0	0	0.000333112	0	0	0	2.40071e-06	0	0	1.3205e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d2_9	0.00704337	0	3.57145e-05	3.08603e-06	2.3923e-05	9.45074e-06	2.01071e-06	3.97321e-06	8.65177e-06	0	3.53677e-06	0	0.000360557	1.85234e-05	3.25668e-05	1.7543e-06	0.00454406	4.42549e-06	0	7.89157e-06	9.98344e-06	0	0	1.61661e-06	0.00154368	0	0	0	0	0.00066743	0	0.00484537	0.00453075	0	0	3.84702e-06	0.000648898	0	0	0	0	0	0	0	0	0	0.000348438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
